,precio,precio_rel,producto,link,Q,precio_medida,medida,Q_medida
151,1.67,2.47 /kg,Fideo nº0 Gallo 675 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=144, 675 g.,2.47,kg,0.676
152,1.09,4.04 /kg,Cuajada Danone sin gluten pack de 2 unidades de 135 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=144, 2 unidades de 135 g.,4.04,kg,0.27
153,2.28,12.67 /kg,Patatas fritas gourmet sabor original Lay's 180 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=144, 180 g.,12.67,kg,0.18
154,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=144, 200 g,7.45,kg,0.2
155,1.99,3.98 /docena,Huevos M-L ecologicos Carrefour Bio 6 ud.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=144, 6 ud.,3.98,docena,0.5
156,0.74,1.48 /kg,Macarron integral ecologico Carrefour Bio 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 500 g.,1.48,kg,0.5
157,2.07,2.07 /kg,Arroz basmati Carrefour 1 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 1 kg.,2.07,kg,1.0
158,1.99,4.74 /kg,Maiz dulce Carrefour pack de 6 unidades de 70 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 6 unidades de 70 g.,4.74,kg,0.42
159,1.99,4.97 /kg,Pizza de jamon y queso Carrefour 400 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 400 g.,4.97,kg,0.4
160,3.24,9.26 /kg,Pizza caprese fina y crujiente Forno di Pietra Buitoni 350 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 350 g.,9.26,kg,0.35
161,1.19,3.97 /kg,Petit de fresa y platano Danonino sin gluten pack de 6 unidades de 50 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 6 unidades de 50 g.,3.97,kg,0.3
162,3.56,11.41 /kg,Atun en aceite de oliva pack de 6 latas de 52 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 6 latas de 52 g.,11.41,kg,0.312
163,3.48,10.24 /kg,Pizza quattro formaggi Ristorante Dr. Oetker 340 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 340 g.,10.24,kg,0.34
164,1.45,9.06 /kg,Galletas rellenas de crema de chocolate Mini Principe 160 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 160 g.,9.06,kg,0.16
165,1.53,8.50 /kg,Pepinillos sabor anchoa Rioverde 180 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 180 g.,8.5,kg,0.18
166,0.62,0.62 /l,Vinagre de manzana Carrefour 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 1 l.,0.62,l,1.0
167,0.98,0.49 /kg,Harina de trigo Carrefour 2 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 2 kg.,0.49,kg,2.0
168,1.46,2.43 /kg,Palomitas saladas para microondas Carrefour pack de 6 bolsas de 100 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 6 bolsas de 100 g.,2.43,kg,0.601
169,1.92,12.31 /kg,Atun claro en aceite de oliva Classic Carrefour pack de 3 latas de 52 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 3 latas de 52 g.,12.31,kg,0.156
170,0.67,1.67 /kg,Garbanzos cocidos sin sal anadida Carrefour 400 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 400 g.,1.67,kg,0.401
171,2.15,8.60 /kg,Chocolate negro para reposteria Nestle Postres sin gluten 250 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 250 g.,8.6,kg,0.25
172,1.61,3.79 /kg,Galletas avena choco Digestive Gullon 425 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 425 g.,3.79,kg,0.425
173,0.87,2.17 /kg,Tomate triturado Cidacos 400 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 400 g.,2.17,kg,0.401
174,1.35,1.13 /l,Leche entera Carrefour pack de 6 briks de 200 ml.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 6 briks de 200 ml.,1.13,l,1.195
175,0.8,5.33 /kg,Patatas fritas estilo churreria Carrefour 150 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 150 g.,5.33,kg,0.15
176,17.95,3.59 /l,Aceite de oliva virgen extra Allegro 5 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 5 l.,3.59,l,5.0
177,1.2,9.23 /kg,Sardinillas en aceite de oliva Carrefour pack de 2 unidades de 65 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 2 unidades de 65 g.,9.23,kg,0.13
178,3.29,3.29 /kg,Yogur bifidus desnatado edulcorado natural Danone Activia pack de 8 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 8 unidades de 120 g.,3.29,kg,1.0
179,2.28,12.67 /kg,Patatas fritas gourmet sabor original Lay's 180 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 180 g.,12.67,kg,0.18
180,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 200 g,7.45,kg,0.2
181,1.99,3.98 /docena,Huevos M-L ecologicos Carrefour Bio 6 ud.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=168, 6 ud.,3.98,docena,0.5
182,3.79,8.42 /kg,Crema de cacao con avellanas Nutella sin gluten 450 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 450 g.,8.42,kg,0.45
183,1.59,3.79 /kg,Fabada Asturiana Litoral sin gluten 420 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 420 g.,3.79,kg,0.42
184,0.99,2.32 /kg,Mayonesa con aceite de girasol Carrefour tarro 450 ml.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 450 ml.,2.32,kg,0.427
185,3.24,9.26 /kg,Pizza 4 quesos fina y crujiente Forno Di Pietra Buitoni 350 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 4 quesos fina y crujiente Forno Di Pietra Buitoni 350 g.,9.26,kg,0.35
186,2.19,4.98 /kg,Yogur griego azucarado natural Danone Oikos sin gluten pack de 4 unidades de 110 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 4 unidades de 110 g.,4.98,kg,0.44
187,0.95,2.37 /kg,Lenteja cocida categoria extra Luengo 400 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 400 g.,2.37,kg,0.401
188,4.29,4.77 /kg,Galletas rellenas de crema de chocolate Principe pack de 3 unidades de 300 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 3 unidades de 300 g.,4.77,kg,0.899
189,0.72,0.72 /l,Caldo de cocido Carrefour sin gluten 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 1 l.,0.72,l,1.0
190,1.33,2.09 /kg,Tomate frito Orlando sin gluten pack de 3 briks de 212 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 3 briks de 212 g.,2.09,kg,0.636
191,2.14,2.14 /kg,Yogur de coco. fresa. frutos del bosque y macedonia Danone pack de 8 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 8 unidades de 120 g.,2.14,kg,1.0
192,1.51,1.29 /kg,Tomate frito con aceite de oliva virgen extra Carrefour pack de 3 briks de 390 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 3 briks de 390 g.,1.29,kg,1.171
193,3.24,9.97 /kg,Pizza barbacoa fina y crujiente Forno di Pietra Buitoni 325 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 325 g.,9.97,kg,0.325
194,1.11,4.44 /kg,Arroz integral para microondas Brillante pack de 2 unidades de 125 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 2 unidades de 125 g.,4.44,kg,0.25
195,1.19,2.38 /kg,Yogur de fresa Danone sin gluten pack de 4 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 4 unidades de 120 g.,2.38,kg,0.5
196,0.71,0.35 /kg,Hielo en cubitos Carrefour 2 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 2 kg.,0.35,kg,2.029
197,1.8,12 /kg,Pistachos tostados sin sal anadida Carrefour 150 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 150 g.,12.0,kg,0.15
198,1.45,9.06 /kg,Galletas de chocolate rellenas de crema Mini Oreo pack de 4 unidades de 40 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 4 unidades de 40 g.,9.06,kg,0.16
199,1.3,1.62 /kg,Galletas Digestive Sensation Carrefour sin aceite de palma 800 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 800 g.,1.62,kg,0.802
200,1.47,1.47 /kg,Arroz categoria extra La Fallera 1 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 1 kg.,1.47,kg,1.0
201,1.13,8.69 /kg,Tortitas de maiz Bicentury 130 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 130 g.,8.69,kg,0.13
202,2.28,12.67 /kg,Patatas fritas gourmet sabor original Lay's 180 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 180 g.,12.67,kg,0.18
203,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 200 g,7.45,kg,0.2
204,1.99,3.98 /docena,Huevos M-L ecologicos Carrefour Bio 6 ud.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=192, 6 ud.,3.98,docena,0.5
205,2.09,4.35 /kg,Yogur bifidus desnatado cremoso de vainilla de madagascar Danone Activia pack de 4 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 4 unidades de 120 g.,4.35,kg,0.48
206,0.77,0.77 /l,Leche entera Carrefour sin lactosa brik 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 1 l.,0.77,l,1.0
207,1.5,3.12 /kg,Melocoton en almibar ligero en mitades Carrefour 480 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 480 g.,3.12,kg,0.481
208,0.73,0.73 /l,Leche semidesnatada con calcio Carrefour brik 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 1 l.,0.73,l,1.0
209,0.6,0.60 /l,Leche entera brik 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 1 l.,0.6,l,1.0
210,0.53,1.36 /kg,Tomate de Navarra pelado troceado Carrefour 390 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 390 g.,1.36,kg,0.39
211,1.3,2.17 /l,Nata liquida para montar Carrefour pack de 3 unidades de 200 ml.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 3 unidades de 200 ml.,2.17,l,0.599
212,3.2,3.20 /l,Aceite de oliva intenso 1º Carrefour 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 1 l.,3.2,l,1.0
213,0.8,1.60 /kg,Espaguetis integrales Carrefour 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 500 g.,1.6,kg,0.5
214,1.89,1.89 /docena,Huevos L suelo El Granjero 12 ud.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 12 ud.,1.89,docena,1.0
215,5.5,16.37 /kg,Atun claro al natural Calvo pack de 6 unidades de 56 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 6 unidades de 56 g.,16.37,kg,0.336
216,2.0,8 /kg,Turron de Jijona Carrefour sin gluten 250 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 250 g.,8.0,kg,0.25
217,1.85,5.29 /kg,Mermelada de fresa de temporada Hero 350 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 350 g.,5.29,kg,0.35
218,1.81,3.62 /kg,Pasta rigatoni Garofalo 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 500 g.,3.62,kg,0.5
219,0.99,11.65 /kg,Gusanitos Risi sin gluten 85 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 85 g.,11.65,kg,0.085
220,1.45,8.06 /kg,Doble caldo carne Knorr sin gluten y sin lactosa 18 pastillas,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 18 pastillas,8.06,kg,0.18
221,2.35,5.34 /kg,Yogur griego con fresas Danone Oikos sin gluten pack de 4 unidades de 110 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 4 unidades de 110 g.,5.34,kg,0.44
222,3.99,15.96 /kg,Almendra repelada cruda Carrefour tarrina 250 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 250 g,15.96,kg,0.25
223,1.15,10.45 /kg,Yemas de esparragos muy gruesas Carrefour 110 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 110 g.,10.45,kg,0.11
224,1.54,9.62 /kg,Patatas fritas onduladas sabor jamon Ruffles 160 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 160 g.,9.62,kg,0.16
225,0.88,1.76 /kg,Natillas con galleta entera Carrefour pack de 4 unidades de 125 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 4 unidades de 125 g.,1.76,kg,0.5
226,0.99,4.40 /kg,Pimientos del Piquillo asados en tiras primera Carrefour sin lactosa 225 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 225 g.,4.4,kg,0.225
227,1.32,15.71 /kg,Sardinas en aceite de oliva bajo en sal Calvo 84 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 84 g.,15.71,kg,0.084
228,2.28,12.67 /kg,Patatas fritas gourmet sabor original Lay's 180 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 180 g.,12.67,kg,0.18
229,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 200 g,7.45,kg,0.2
230,1.99,3.98 /docena,Huevos M-L ecologicos Carrefour Bio 6 ud.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=216, 6 ud.,3.98,docena,0.5
231,3.45,6.90 /kg,Cafe molido natural cultivo sostenible Nestle Bonka 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 500 g.,6.9,kg,0.5
232,0.8,1.60 /kg,Macarrones integrales Carrefour 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 500 g.,1.6,kg,0.5
233,0.85,5.67 /kg,Nachos sabor clasico Carrefour 150 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 150 g.,5.67,kg,0.15
234,0.99,5.50 /kg,Pimiento rojo en tiras Carrefour pack de 3 latas de 60 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 3 latas de 60 g.,5.5,kg,0.18
235,0.99,0.99 /l,Caldo de pescado Carrefour sin gluten 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 1 l.,0.99,l,1.0
236,0.65,1.30 /kg,Macarrones Carrefour 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 500 g.,1.3,kg,0.5
237,1.49,11.46 /kg,Filetes de caballa del sur en aceite de oliva Carrefour pack de 2 latas de 65 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 2 latas de 65 g.,11.46,kg,0.13
238,5.99,4.28 /kg,Yogur L.Casei liquido con fresa Danone - Actimel kids pack de 14 unidades de 100 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 14 unidades de 100 g.,4.28,kg,1.4
239,2.99,3.11 /kg,Natillas de vainilla Danone Danet pack de 8 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 8 unidades de 120 g.,3.11,kg,0.961
240,1.9,7.60 /kg,Turron de yema tostada Carrefour Sensation sin gluten 250 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 250 g.,7.6,kg,0.25
241,0.99,2.75 /kg,Judias verdes troceadas al natural La Hacienda de Ybarra 360 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 360 g.,2.75,kg,0.36
242,1.19,9.22 /kg,Mejillones de las rias gallegas en escabeche Carrefour sin gluten pack de 3 unidades de 43 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 3 unidades de 43 g.,9.22,kg,0.129
243,1.81,3.62 /kg,Espaguetis Garofalo 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 500 g.,3.62,kg,0.5
244,1.99,4.97 /kg,Pizza 4 quesos Carrefour 400 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 4 quesos Carrefour 400 g.,4.97,kg,0.4
245,0.7,1.40 /kg,Fideo entrefino Carrefour 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 500 g.,1.4,kg,0.5
246,1.59,1.59 /kg,Arroz largo vaporizado Brillante 1 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 1 kg.,1.59,kg,1.0
247,7.43,4.95 /kg,Cacao soluble instantaneo Nestle Nesquik sin gluten y sin lactosa bolsa de 1.5 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240,,4.95,kg,1.501
248,2.29,15.90 /kg,Calamares en su tinta Calvo sin gluten y sin lactosa pack de 3 unidades de 48 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 3 unidades de 48 g.,15.9,kg,0.144
249,2.14,2.14 /kg,Yogur azucarado natural Danone pack de 8 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 8 unidades de 120 g.,2.14,kg,1.0
250,0.94,2.47 /kg,Mayonesa con aceite de girasol Carrefour envase 380 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 380 g.,2.47,kg,0.381
251,1.59,6.63 /kg,Hummus tradicional Taste Realfooding Shukran sin gluten sin lactosa 240 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 240 g.,6.63,kg,0.24
252,1.25,3.12 /kg,Alubia roja categoria extra Luengo 570 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 570 g.,3.12,kg,0.401
253,3.29,3.29 /kg,Yogur bifidus desnatado natural Danone Activia pack de 8 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 8 unidades de 120 g.,3.29,kg,1.0
254,2.28,12.67 /kg,Patatas fritas gourmet sabor original Lay's 180 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 180 g.,12.67,kg,0.18
255,1.49,7.45 /kg,Guacamole Carrefour 200 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 200 g,7.45,kg,0.2
256,1.99,3.98 /docena,Huevos M-L ecologicos Carrefour Bio 6 ud.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=240, 6 ud.,3.98,docena,0.5
257,0.74,0.74 /l,Leche entera President brik 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 1 l.,0.74,l,1.0
258,1.99,8.16 /kg,Tortillas de trigo Old El Paso 244 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 244 g.,8.16,kg,0.244
259,0.82,1.64 /kg,Cuscus grano mediano Carrefour 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 500 g.,1.64,kg,0.5
260,1.59,6.91 /kg,Yogur con bolitas cubiertas de chocolate Mix-in Nestle Kit Kat pack de 2 unidades de 115 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 2 unidades de 115 g.,6.91,kg,0.23
261,1.6,3.27 /kg,Pina con zumo de pina en rodajas Carrefour 490 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 490 g.,3.27,kg,0.489
262,0.75,1.50 /kg,Spaguetti integral ecologico Carrefour Bio 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 500 g.,1.5,kg,0.5
263,1.89,1.89 /kg,Arroz redondo Brillante Sabroz 1 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 1 kg.,1.89,kg,1.0
264,1.3,1.30 /kg,Lenteja castellana categoria extra Carrefour 1 kg.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 1 kg.,1.3,kg,1.0
265,2.29,5.72 /kg,Yogur liquido de fresa Danone Danonino pack de 4 unidades de 100 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 4 unidades de 100 g.,5.72,kg,0.4
266,2.63,6.74 /kg,Pizza 4 quesos Casa Tarradellas 390 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 4 quesos Casa Tarradellas 390 g.,6.74,kg,0.39
267,0.55,55 /kg,Laurel Carrefour 10 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 10 g.,55.0,kg,0.01
268,0.8,1.60 /kg,Churros lazo Carrefour sin lactosa 500 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 500 g.,1.6,kg,0.5
269,15.5,3.10 /l,Aceite de oliva intenso 1º Carrefour garrafa 5 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 5 l.,3.1,l,5.0
270,3.48,10.55 /kg,Pizza prosciutto Ristorante Dr. Oetker 330 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 330 g.,10.55,kg,0.33
271,2.09,4.35 /kg,Natillas de chocolate Danone Danet pack de 4 unidades de 120 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 4 unidades de 120 g.,4.35,kg,0.48
272,3.99,26.60 /kg,Nuez mondada Carrefour tarrina 150 g,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 150 g,26.6,kg,0.15
273,0.8,0.80 /l,Bebida de soja sin azucar anadido Carrefour sin gluten brik 1 l.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 1 l.,0.8,l,1.0
274,2.05,2.56 /kg,Galletas Maria Fontaneda 800 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 800 g.,2.56,kg,0.801
275,2.49,8.30 /kg,Palomitas al punto de sal para microondas Popitas sin gluten pack de 3 unidades de 100 g.,https://www.carrefour.es/supermercado/la-despensa/cat20001/c?offset=264, 3 unidades de 100 g.,8.3,kg,0.3
