,producto,precio,cantidad,medida
3898,Laca de unas alto brillo Deliplus 50 lavanda floral,2.5,1.0,ud
3899,Laca de unas alto brillo Deliplus 52 rojo lava,2.5,1.0,ud
3900,Laca de unas alto brillo Deliplus 54 frambuesa tropical,2.5,1.0,ud
3901,Laca de unas Force Deliplus 994 mostaza,2.25,1.0,ud
3902,Laca de unas efecto gel Deliplus 106 topo,2.65,1.0,ud
3903,Laca de unas efecto gel Deliplus 107 negro perlado,2.65,1.0,ud
3904,Laca de unas Cosmic Deliplus 996 terracota,3.5,1.0,ud
3905,Laca de unas Cosmic Deliplus 997 glitter,3.5,1.0,ud
3906,Quitaesmalte con acetona Deliplus,1.2,0.2,L
3907,Quitaesmalte acetona pura Deliplus,1.7,0.2,L
3908,Quitaesmalte 0% acetona Deliplus,1.4,0.2,L
3909,Quitaesmalte instantaneo 0% acetona Deliplus,2.0,0.065,L
3910,Lima esmeril para unas Deliplus,1.2,10.0,ud
3911,Tijera unas Filarmonica,4.2,1.0,ud
3912,Cortaunas manos Deliplus,1.55,1.0,ud
3913,Corta cuticulas Deliplus,1.9,1.0,ud
3914,Lima metalica para unas Deliplus,1.6,1.0,ud
3915,Cepillo de unas Deliplus,1.0,1.0,ud
3916,Taco pulidor de unas manos Deliplus,1.6,1.0,ud
3917,Palitos de naranjo Deliplus,1.5,8.0,ud
3918,Unas postizas Deliplus,4.5,24.0,ud
3919,Guias unas manicura francesa Deliplus,1.5,51.0,ud
3920,Pastillas efervescentes manicura Deliplus,3.75,1.0,ud
3921,Lote tratamiento de unas Deliplus,7.75,1.0,ud
3922,Aro protector para los dedos Deliplus,2.8,6.0,ud
3923,Lima raspador durezas pies Deliplus,2.8,1.0,ud
3924,Cortaunas pies Deliplus,1.75,1.0,ud
3925,Esponja piedra pomez suave manos y pies Deliplus,1.5,1.0,ud
3926,Cuchillas corta callos Deliplus,1.0,10.0,ud
3927,Corta callos Deliplus,2.15,1.0,ud
3928,Alicate unas Deliplus,4.9,1.0,ud
3929,Separador dedos Deliplus,1.1,2.0,ud
3930,Piedra pomez Deliplus,2.45,1.0,ud
3931,Neceser Peppa Pig friends forever mediano con asas,6.5,1.0,ud
3932,Neceser Mickey redondo grande con asas,7.5,1.0,ud
3933,Neceser Minnie cesta grande,7.5,1.0,ud
3934,Neceser Sebastian mediano con asas,6.5,1.0,ud
3935,Neceser Minnie borrego mediano,6.5,1.0,ud
3936,Neceser Love Tambor pequeno,4.5,1.0,ud
3937,Neceser Princesas Disney pequeno,4.5,1.0,ud
3938,Neceser Wonderland pequeno,4.5,1.0,ud
3939,Neceser GRD grande,7.5,1.0,ud
3940,Neceser Ruta 66 mediano,7.5,1.0,ud
3941,Neceser Ruta 66 gris mediano,7.5,1.0,ud
3942,Neceser Cebra pequeno,4.5,1.0,ud
3943,Body spray citronela Deliplus,1.5,0.15,L
3944,Agua de colonia familiar Brisa Deliplus,1.45,0.75,L
3945,Agua de colonia familiar Lavanda Deliplus,1.45,0.75,L
3946,Agua de colonia S3 Classic fresh,2.95,0.75,L
3947,Agua de colonia Heno de Pravia Original,2.85,0.9,L
3948,Eau de toilette mujer Deliplus Magic chic,1.85,0.3,L
3949,Body spray rosa blanca Deliplus,2.5,0.2,L
3950,Body spray azul de agua Deliplus,2.5,0.2,L
3951,Eau de parfum mujer Rose Nude,8.0,0.075,L
3952,Eau de toilette mujer 9.60 Sport water Pure,3.9,0.2,L
3953,Body spray te verde fresco Deliplus,2.5,0.2,L
3954,Eau de toilette mujer 9.60 Sport water,3.9,0.2,L
3955,Body spray flor de naranjo Deliplus,2.5,0.2,L
3956,Eau de toilette mujer PrÃªt Ã  Porter,6.1,0.05,L
3957,Eau de toilette mujer Enciende,7.0,0.1,L
3958,Eau de toilette mujer Azur de Puig,7.5,0.2,L
3959,Eau de toilette mujer Como tu Amor,7.0,0.1,L
3960,Eau de parfum mujer Codizia,9.0,0.1,L
3961,Eau de toilette mujer Chanson d'Eau,7.95,0.2,L
3962,Eau de toilette mujer Don Algodon,11.9,0.2,L
3963,Eau de toilette mujer Pacha Ibiza Psicodelic,6.0,0.05,L
3964,Eau de toilette mujer Ikiru,8.0,0.1,L
3965,Eau de toilette mujer Complicity,8.0,0.1,L
3966,Eau de toilette mujer Como tu Astucia,7.0,0.1,L
3967,Eau de toilette mujer Paula Echevarria,7.95,0.1,L
3968,Eau de toilette mujer Pacha Ibiza Clandestine,6.95,0.05,L
3969,Eau de parfum mujer Hortensia H Jardin secreto cyprum,11.0,0.1,L
3970,Eau de toilette mujer aguas de Victorio & Lucchino Nº 6 Magnolia sensual,9.9,0.15,L
3971,Eau de toilette mujer Victorio & Lucchino Nº 4 Peonia imperial,9.9,0.15,L
3972,Eau de toilette mujer Adolfo Dominguez Agua fresca de rosas,19.95,0.06,L
3973,Eau de cologne Royale Ambree,8.65,0.2,L
3974,Eau de toilette mujer Como tu Fantasia,7.0,0.1,L
3975,Fragancia vainilla Monogotas,3.25,0.1,L
3976,Fragancia coco Monogotas,3.25,0.1,L
3977,Fragancia manzana Monogotas,3.25,0.1,L
3978,Fragancia mora Monogotas,3.25,0.1,L
3979,Eau de toilette mujer Agua de Luna,7.95,0.2,L
3980,Eau de toilette mujer Simply flowers Jazmin,4.5,0.1,L
3981,Eau de toilette mujer Victorio & Lucchino Agua de Rocio,16.5,0.05,L
3982,Eau de toilette mujer Simply flowers Peonia,4.5,0.1,L
3983,Eau de parfum mujer Oud Noir,12.5,0.1,L
3984,Eau de toilette mujer Adidas Fruity rhythm,9.0,0.075,L
3985,Eau de toilette mujer Simply flowers Azahar,4.5,0.1,L
3986,Eau de toilette mujer Shakira Dance,7.95,0.05,L
3987,Eau de toilette mujer Adolfo Dominguez Agua fresca de rosas blancas,19.95,0.06,L
3988,Eau de toilette mujer Pacha Ibiza 24/7,10.9,0.08,L
3989,Eau de parfum mujer Ella,9.0,0.1,L
3990,Eau de toilette mujer Soplo,7.0,0.1,L
3991,Eau de toilette Capitulo Floral,6.5,0.2,L
3992,Eau de toilette mujer My Moment,11.0,0.1,L
3993,Eau de parfum mujer Blue Shine,11.0,0.1,L
3994,Eau de parfum mujer My Soul Supreme for her,11.0,0.1,L
3995,Eau de toilette mujer Melodia,3.8,0.1,L
3996,Eau de parfum mujer Borealia Shine,11.0,0.1,L
3997,Eau de parfum mujer My Soul Enchanted her,12.0,0.1,L
3998,Mini eau de parfum mujer Flor de Mayo You,1.5,0.022,L
3999,Eau de toilette mujer Vuela,3.8,0.1,L
4000,Eau de parfum mujer Verissime Bright for her,11.0,0.1,L
4001,Eau de parfum mujer Verissime Touch for her,11.0,0.1,L
4002,Eau de toilette Elixir D'Automne,4.0,0.1,L
4003,Frasco pulverizador rellenable 15 ml,2.5,1.0,ud
4004,Lote mujer Pacha Ibiza Queen Sexy,8.9,1.0,ud
4005,Lote mujer Jovan Musk,10.5,1.0,ud
4006,Lote mujer Paula Rouge,10.95,1.0,ud
4007,Lote mujer 9.60,4.9,1.0,ud
4008,Lote mujer Chanson d'Eau,8.65,1.0,ud
4009,Lote mujer Capitulo Chypre,7.5,1.0,ud
4010,Lote mujer Como tu Amor,9.0,1.0,ud
4011,Lote mujer Como tu Oro,9.5,1.0,ud
4012,Lote mujer Adidas Fruity Rhythm,11.5,1.0,ud
4013,Lote mujer Gold seduction,14.95,1.0,ud
4014,Lote mujer Shine Cosmic,15.0,1.0,ud
4015,Lote mujer Vuela,4.8,1.0,ud
4016,Lote mujer Eleccion,10.5,1.0,ud
4017,Lote mujer Soplo Intense,12.5,1.0,ud
4018,Lote mujer Rose Nude,10.5,1.0,ud
4019,Lote mujer Blue Shine,13.0,1.0,ud
4020,Lote mujer Ella,12.0,1.0,ud
4021,Lote mujer Reebok Inspire your mind,10.95,1.0,ud
4022,Lote mujer Benetton Sisterland pink raspberry,16.4,1.0,ud
4023,Lote mujer Your art your perfume,7.5,1.0,ud
4024,Lote mujer Flor de Mayo Glamour,4.6,1.0,ud
4025,Lote mujer Flor de Mayo Sweet,4.0,1.0,ud
4026,Lote mujer Flor de Mayo Hey. Beauty!,5.0,1.0,ud
4027,Lote corporal mujer Home Moment Spa,7.0,1.0,ud
4028,Frasco pulverizador rellenable 15 ml,2.5,1.0,ud
4029,Eau de toilette hombre 9.60 Sport water,3.9,0.2,L
4030,Eau de toilette hombre 9.60 Sport water accion,3.9,0.2,L
4031,Eau de toilette hombre Como tu Fuerza,7.0,0.1,L
4032,Eau de toilette hombre Bustamante Muy mio,5.6,0.1,L
4033,Eau de toilette hombre Enciende,7.0,0.1,L
4034,Eau de cologne hombre Impacto,6.3,0.2,L
4035,Eau de toilette hombre Victorio & Lucchino Nº 2 Frescor extremo,9.9,0.15,L
4036,Eau de toilette hombre Como tu Viento,7.0,0.1,L
4037,Eau de toilette hombre Afan,8.0,0.1,L
4038,Eau de toilette hombre Bustamante Muy mio Sport,6.95,0.1,L
4039,Eau de toilette hombre Springfield,11.9,0.2,L
4040,Eau de toilette hombre Gesto,5.5,0.1,L
4041,Eau de toilette hombre Ikiru,8.0,0.1,L
4042,Eau de toilette hombre Sesgo,9.0,0.1,L
4043,Eau de toilette hombre Como tu Aventura,7.0,0.1,L
4044,Eau de toilette hombre Victorio & Lucchino Nº 3 Seduccion magnetica,9.9,0.15,L
4045,Eau de toilette hombre Codizia,9.0,0.1,L
4046,Eau de toilette hombre Como tu Triunfo,7.0,0.1,L
4047,Eau de cologne hombre Brummel,9.95,0.25,L
4048,Eau de toilette hombre Don Algodon,11.9,0.2,L
4049,Eau de toilette hombre Adolfo Dominguez Bambu,14.9,0.06,L
4050,Eau de toilette hombre Complicity,8.0,0.1,L
4051,Eau de toilette hombre Desafio Sport,7.0,0.075,L
4052,Eau de toilette hombre Pacha Ibiza Psicodelic,6.0,0.05,L
4053,Eau de toilette hombre Adolfo Dominguez Agua fresca,17.95,0.06,L
4054,Eau de toilette hombre Antonio Banderas Blue seduction,20.5,0.2,L
4055,Eau de toilette hombre Antonio Banderas The golden secret,18.95,0.2,L
4056,Eau de cologne hombre Agua Brava,17.95,0.1,L
4057,Eau de toilette hombre Pacha Ibiza 24/7,10.9,0.1,L
4058,Eau de parfum hombre Ãl,9.0,0.1,L
4059,Mini eau de parfum hombre Flor de Mayo Mistery,1.5,0.025,L
4060,Eau de toilette hombre Misty Wood Esencia vital,3.8,0.1,L
4061,Eau de toilette hombre Misty Wood Bosque mistico,3.8,0.1,L
4062,Eau de toilette hombre Capitulo Marino,6.5,0.2,L
4063,Eau de toilette hombre Criterio Ego,9.0,0.1,L
4064,Eau de toilette hombre Adidas Champions,6.5,0.05,L
4065,Eau de parfum hombre Blue Shine,11.0,0.1,L
4066,Eau de parfum hombre Extra Time,6.5,0.05,L
4067,Eau de parfum hombre My Soul Supreme for him,11.0,0.1,L
4068,Eau de parfum hombre Borealia Shine,11.0,0.1,L
4069,Eau de parfum hombre My Soul Enchanted him,12.0,0.1,L
4070,Mini eau de parfum hombre Flor de Mayo You,1.5,0.022,L
4071,Eau de parfum hombre Verissime Spirit for him,11.0,0.1,L
4072,Eau de parfum hombre Verissime Style for him,11.0,0.1,L
4073,Eau de toilette Elixir D'Automne,4.0,0.1,L
4074,Eau de cologne hombre Jacq's,5.9,0.2,L
4075,Lote hombre Don Algodon,11.95,1.0,ud
4076,Lote hombre Extra Time,7.0,1.0,ud
4077,Lote hombre Bustamante Muy mio,7.9,1.0,ud
4078,Lote hombre Crossmen,10.0,1.0,ud
4079,Lote hombre Antonio Banderas The secret,13.5,1.0,ud
4080,Lote hombre Jacq's,6.9,1.0,ud
4081,Lote hombre Brummel,9.3,1.0,ud
4082,Lote hombre Marc Marquez Hero sport,8.65,1.0,ud
4083,Lote hombre Bustamante Muy mio Night,7.95,1.0,ud
4084,Lote hombre Gold Deliplus,3.5,1.0,ud
4085,Lote hombre Pacha Ibiza Be Insane,10.9,1.0,ud
4086,Lote hombre 9.60 Accion,4.9,1.0,ud
4087,Lote hombre Gesto,6.5,1.0,ud
4088,Lote hombre My Soul Supreme for him,12.0,1.0,ud
4089,Lote hombre Misty Wood Bosque mistico,4.8,1.0,ud
4090,Lote hombre Capitulo FougÃ¨re,7.5,1.0,ud
4091,Lote hombre Shine Cosmic,15.0,1.0,ud
4092,Lote hombre Adidas Champions Anthem Edition,11.5,1.0,ud
4093,Lote hombre Como tu Plata,9.5,1.0,ud
4094,Lote hombre Como tu Fuerza,9.0,1.0,ud
4095,Lote corporal hombre Axe Dark temptation,9.95,1.0,ud
4096,Lote hombre ExtraTime,7.5,1.0,ud
4097,Lote hombre Blue Shine,13.0,1.0,ud
4098,Lote hombre Ãl,11.0,1.0,ud
4099,Lote hombre Reebok Inspire your mind,10.95,1.0,ud
4100,Lote hombre Flor de Mayo Around the world,4.0,1.0,ud
4101,Colonia corporal infantil Marvel Capitan America,4.0,0.2,L
4102,Eau de toilette infantil Peppa Pig,3.0,0.15,L
4103,Colonia corporal infantil Disney Minnie Mouse,4.0,0.2,L
4104,Colonia corporal infantil Marvel Spiderman,4.0,0.2,L
4105,Lote infantil LOL Surprise,8.0,1.0,ud
4106,Lote infantil My Dino,8.0,1.0,ud
4107,Lote infantil Minions,8.0,1.0,ud
4108,Lote infantil LOL Surprise,8.0,1.0,ud
4109,Lote cosmetica infantil LOL Surprise,7.5,1.0,ud
4110,Lote infantil Marvel Spiderman,7.5,1.0,ud
4111,Lote infantil Disney Minnie,8.0,1.0,ud
4112,Lote infantil Peppa Pig,5.0,1.0,ud
4113,Lote infantil Fortnite,8.0,1.0,ud
4114,Lote infantil LOL Surprise!,8.0,1.0,ud
4115,Lote cosmetica infantil Tokidoki,5.5,1.0,ud
4116,Lote infantil Marvel Spiderman,5.0,1.0,ud
4117,Lote infantil Disney Mickey and friends,5.0,1.0,ud
4118,Lote infantil Disney Frozen II,8.0,1.0,ud
4119,Lote infantil Tokidoki,5.0,1.0,ud
4120,Lote infantil My Unicorn Rock,8.0,1.0,ud
4121,Lote infantil Minecraft,8.0,1.0,ud
4122,Lote infantil Among Us,8.0,1.0,ud
4123,Lote maleta cosmetica infantil Unicorn,9.0,1.0,ud
4124,Lote cosmetica infantil Unicorn Color Up!,6.0,1.0,ud
4125,Lote cosmetica infantil Unicorn Power,6.0,1.0,ud
4126,Lote cosmetica infantil Disney Frozen,9.95,1.0,ud
4127,Protector solar infantil Sun Med FPS 50+,5.8,0.25,L
4128,Gel proteccion solar facial anti-edad Seesee FPS 50+,5.0,0.05,L
4129,Fluido solar facial antiedad Sisbela FPS 50+,5.0,0.05,L
4130,Crema proteccion solar facial antiedad Deliplus FPS 50+ con color,5.0,0.05,L
4131,Protector solar ninos Delial FPS 50+,10.6,0.2,L
4132,Gel hidratante solar rostro y escote Delial FPS 50+,9.95,0.05,L
4133,Crema facial con color BBsun FPS 50 Delial tono medio,8.9,0.05,L
4134,Protector solar Seesee FPS 30,5.0,0.2,L
4135,Protector solar Sun Med FPS 15,5.0,0.25,L
4136,Protector solar coco Deliplus FPS 6,3.45,0.25,L
4137,Leche corporal autobronceadora Deliplus,4.55,0.25,L
4138,Gel corporal efecto bronceado inmediato Solcare,7.5,0.15,L
4139,Toallitas auto bronceadoras Deliplus monodosis,2.65,6.0,ud
4140,Protector labial FPS 15 Deliplus,1.9,1.0,ud
4141,Colagen sabor limon Deliplus,4.8,0.25,kg
4142,Barrita con proteinas Enervit Sport sabor coco y chocolate,2.95,0.36,kg
4143,Aceite arbol del te Deliplus 100% puro,3.0,0.01,L
4144,Barrita con proteinas Enervit Sport sabor yogur y vainilla,2.95,0.36,kg
4145,Capsulas Kaptogras Deliplus,4.5,0.328,kg
4146,Barrita de frutos secos y vitaminas Enervit Sport,2.8,0.315,kg
4147,Comprimidos Vitaminas y Minerales Deliplus,3.0,0.8865,kg
4148,Capsulas Dormir Deliplus,3.95,0.39,kg
4149,Comprimidos efervescentes vitamina C Deliplus 500 mg sabor limon,1.95,1.6,kg
4150,Batido sabor chocolate y galletas Deliplus sustitutivo,5.5,1.512,kg
4151,Barrita sustitutivo de comida Belladieta sabor chocolate negro,5.4,1.92,kg
4152,Barrita sustitutivo de comida Belladieta sabor avena y chocolate con leche,5.4,1.92,kg
4153,Gel energetico con cafeina Enervit Sport sabor citricos,2.85,0.096,kg
4154,Perlas Omega 3 Deliplus,3.95,0.66,kg
4155,Capsulas LaxForte Deliplus,3.95,0.49050000000000005,kg
4156,Capsulas Valeriana Deliplus,3.95,0.49050000000000005,kg
4157,Spray oral Propolis Deliplus,3.5,0.02,L
4158,Capsulas Digest Deliplus,3.95,0.4815,kg
4159,Perlas Onagra Deliplus,3.95,2.46,kg
4160,Sticks Jalea Real y Propolis Deliplus,4.95,1.44,L
4161,Batido sabor fresa y nata Deliplus sustitutivo,5.5,1.512,kg
4162,Capsulas Cola de caballo Deliplus,3.95,0.49050000000000005,kg
4163,Capsulas Alcachofa Deliplus,3.95,0.49050000000000005,kg
4164,Capsulas Memory Pro Deliplus,3.95,0.4482,kg
4165,Natilla sabor chocolate Deliplus,6.0,1.512,kg
4166,Polen Hacendado,5.35,0.23,kg
4167,Sticks infantiles Defensas Deliplus +3 anos,4.95,1.44,L
4168,Capsulas Quemagrasas Deliplus,3.95,0.5127,kg
4169,Capsulas Antiox Colagen Deliplus,4.95,0.513,kg
4170,Capsulas Articulae Forte Deliplus,3.95,0.453,kg
4171,Sticks Depurat Deliplus,5.95,1.125,kg
4172,Capsulas Spirulina Deliplus,4.5,1.638,kg
4173,Sticks Saciante Deliplus,4.5,0.72,kg
4174,Capsulas Piernas Ligeras Deliplus,4.5,0.5085,kg
4175,Capsulas Equinacea Deliplus,3.25,1.9620000000000002,kg
4176,Capsulas Anima-T Deliplus,4.95,0.489,kg
4177,Fibra 24h soluble Deliplus,5.95,0.2,kg
4178,Capsulas Menopausia Deliplus,3.85,0.582,kg
4179,Gel energetico Enervit Sport sabor naranja,2.85,0.096,kg
4180,Comprimidos efervescentes magnesio Deliplus 300 mg sabor naranja,1.95,1.56,kg
4181,Bebida isotonica soluble Enervit Sport sabor limon,3.0,1.5,kg
4182,Capsulas Colesterol Deliplus,4.5,0.537,kg
4183,Chicle reductor con zinc y probiotico Deliplus sabor menta suave gragea,3.95,1.14,kg
4184,Comprimidos cabello y unas Deliplus,3.95,0.7425,kg
4185,Bastoncillos de algodon 100% Deliplus,0.75,200.0,ud
4186,Alcohol 96º Deliplus,0.65,0.25,L
4187,Agua oxigenada Deliplus desinfectante,0.65,0.25,L
4188,Pulsera de citronela talla L,1.6,1.0,ud
4189,Pulsera de citronela talla S,1.6,1.0,ud
4190,Tiras protectoras classic color piel surtidas Deliplus,1.0,30.0,ud
4191,Solucion unica Deliplus,4.0,0.36,L
4192,Tira protectora tejido fijacion fuerte Deliplus para cortar,1.5,10.0,ud
4193,Esparadrapo 100% textil de viscosa Deliplus resistente,1.2,1.0,ud
4194,Vaselina hidratante Deliplus,2.0,0.1,kg
4195,Algodon 100% zig-zag Deliplus,1.2,0.15,kg
4196,Povidona yodada 10% Deliplus,1.6,0.125,L
4197,Alcohol de romero Deliplus,2.0,0.25,L
4198,Tiras protectoras infantiles de plastico Minions Doctor San resistentes al agua,1.0,20.0,ud
4199,Tiras transparentes surtidas Deliplus,0.9,20.0,ud
4200,Roll-on alivio picaduras Deliplus,3.5,0.015,L
4201,Esparadrapo 100% textil no tejido Deliplus microporoso,1.2,1.0,ud
4202,Tiras protectoras de espuma Deliplus proteccion extra,1.25,20.0,ud
4203,Tiras protectoras de poliuretano surtidas Deliplus resistentes al agua,1.0,10.0,ud
4204,Balsamo oriental Deliplus,2.99,0.03,L
4205,Tira protectora tejido pieles sensibles Deliplus para cortar,1.5,10.0,ud
4206,Apositos para ampollas y rozaduras Doctor San,3.6,5.0,ud
4207,Venda elastica cohesiva Deliplus fijacion fuerte,1.99,1.0,ud
4208,Aro protector para los dedos Deliplus,2.8,6.0,ud
4209,Spray repelente de insectos Deliplus fuerte,2.75,0.1,L
4210,Protectores para los oidos de espuma Moldex,1.5,4.0,ud
4211,Tapones para los oidos de cera Deliplus para el agua,1.35,10.0,ud
4212,Parches aromaticos con citronela Directsalud,2.85,24.0,ud
4213,Lagrimas hidratantes para ojos secos,5.5,30.0,ud
4214,Stick de arnica cata pum Deliplus,4.25,0.015,L
4215,Gasas esterilizadas de algodon 100% Deliplus,1.1,10.0,ud
4216,Spray antiseptico transparente Deliplus,1.9,0.05,L
4217,Mascarillas quirurgicas no reutilizables Deliplus,1.0,10.0,ud
4218,Mascarillas quirurgicas infantiles Deliplus 6 a 9 anos,1.0,10.0,ud
4219,Toallitas hidroalcoholicas Deliplus 75% Alcohol,1.6,22.0,ud
4220,Toallitas hidroalcoholicas Deliplus 75% Alcohol,0.9,15.0,ud
4221,Gel de manos higienizante sin aclarado Deliplus 70% alcohol,1.85,0.1,L
4222,Gel de manos antiseptico Deliplus,3.0,0.5,L
4223,Mascarillas higienicas reutilizables Deliplus,3.25,5.0,ud
4224,Mascarillas FFP2 NR Deliplus,1.5,3.0,ud
4225,Mascarillas pequenas FFP2 NR Deliplus,1.5,3.0,ud
4226,Preservativos sensitivo suave Durex,7.1,12.0,ud
4227,Preservativos natural On,3.1,12.0,ud
4228,Preservativos natural Durex,6.0,12.0,ud
4229,Preservativos sensitive On,3.3,12.0,ud
4230,Preservativos fun On colores y aromas,2.0,6.0,ud
4231,Preservativos stimulating On texturados,3.1,12.0,ud
4232,Preservativos dame placer Durex,6.9,12.0,ud
4233,Preservativos placer prolongado Durex,6.9,12.0,ud
4234,Preservativos dimension On XL,4.8,12.0,ud
4235,Preservativos Real Feel Durex,10.45,12.0,ud
4236,Platano de Canarias,0.39,0.16,kg
4237,Banana,0.18,0.17,kg
4238,Platano macho,0.58,0.3,kg
4239,Uva blanca sin semillas,2.25,0.5,kg
4240,Uva negra sin semillas,2.25,0.5,kg
4241,Uva roja sin semillas,2.25,0.5,kg
4242,Manzana golden,0.34,0.2,kg
4243,Manzanas golden,2.0,5.0,kg
4244,Pera conferencia,0.45,0.25,kg
4245,Peras conferencia,2.09,5.0,kg
4246,Manzana fuji,0.44,0.2,kg
4247,Manzana royal gala,0.32,0.19,kg
4248,Manzanas royal gala,2.09,5.0,kg
4249,Manzana granny smith,0.41,0.24,kg
4250,Pera rocha,0.25,0.14,kg
4251,Manzana reineta,0.64,0.28,kg
4252,Medio melon piel de sapo,2.97,1.57,kg
4253,Melon piel de sapo,4.74,87.0,kg
4254,Limones,1.89,1.0,kg
4255,Limon,0.4,0.2,kg
4256,Mandarina,0.21,0.12,kg
4257,Mandarinas,2.79,4.0,kg
4258,Mandarina,2.78,2.0,kg
4259,Naranja para mesa,0.43,0.29,kg
4260,Naranjas para zumo,3.57,3.0,kg
4261,Naranjas para zumo,4.45,5.0,kg
4262,Pomelo,0.7,0.35,kg
4263,Limas,1.36,0.4,kg
4264,Kiwis amarillos,3.0,0.5,kg
4265,Kiwi verde,0.43,0.11,kg
4266,Kiwis verdes,3.69,1.0,kg
4267,Aguacate,0.77,0.18,kg
4268,Aguacates,2.25,0.55,kg
4269,Pina,1.63,83.0,kg
4270,Media pina,1.11,1.02,kg
4271,Guacamole Hacendado,3.29,0.5,kg
4272,Guacamole Hacendado,1.59,0.2,kg
4273,Mango,1.2,0.51,kg
4274,Pina natural a rodajas,2.55,0.5,kg
4275,Papaya,6.96,55.0,kg
4276,Media papaya,3.1,0.66,kg
4277,Coco troceado,1.69,0.12,kg
4278,Frambuesas,1.99,0.17,kg
4279,Moras,2.25,0.125,kg
4280,Arandanos,2.69,0.225,kg
4281,Granada,0.63,0.36,kg
4282,Caqui persimon,0.45,0.3,kg
4283,Caqui persimon,1.39,1.0,kg
4284,Lechuga iceberg,0.79,1.0,ud
4285,Ensalada mezcla 4 estaciones,0.55,0.25,kg
4286,Lechugas corazon romana,1.39,2.0,ud
4287,Ensalada mezcla brotes tiernos,0.99,0.1,kg
4288,Canonigos base para ensalada,1.19,0.125,kg
4289,Lechuga iceberg base para ensalada,0.79,0.25,kg
4290,Ensalada mezcla gourmet,0.99,0.175,kg
4291,Cogollos de lechuga,1.0,3.0,ud
4292,Lechuga corazon romana,1.0,1.0,ud
4293,Endibias,1.42,0.5,kg
4294,Ensalada mezcla brotes tiernos maxi,1.7,0.175,kg
4295,Ensalada mezcla gourmet maxi,1.65,0.3,kg
4296,Ensalada mezcla tierna,1.15,0.15,kg
4297,Rucula base para ensalada,0.75,0.05,kg
4298,Cogollos corazon de lechuga,1.85,6.0,ud
4299,Ensalada mezcla primavera,1.0,0.2,kg
4300,Ensalada mezcla duo canonigos y rucula,1.35,0.1,kg
4301,Ensalada mezcla fresca,0.9,0.2,kg
4302,Lechuga hoja roble,1.2,1.0,ud
4303,Escarola rizada base para ensalada,1.15,0.15,kg
4304,Escarola rizada,1.45,1.0,ud
4305,Espinaca baby base para ensalada,0.99,0.1,kg
4306,Lechuga romana cortada,1.1,0.2,kg
4307,Ensalada Cesar,1.99,0.21,kg
